DATE;Levegő hőmérséklet;Talaj nedvesség 90 cm;Légnyomás;Levél nedvesség;Külső akkufeszültség;Csapadék;Szél lökés;Szél irány;Talaj nedvesség 30 cm;Belső akkufeszültség;Fagy;Szél sebesség;Levegő páratartalom;Talaj nedvesség 120 cm;Fény egység;Besugárzás;Napelem töltő feszültség;Talaj hőmérséklet 0 cm;Talaj nedvesség 60 cm;Csapadék Számláló
2021.01.14 0:00;0,7489363;11,226129;1000,89636;0,13986014;11,997877;0;10,807143;308,93735;16,127924;4,197527;;3,1642857;75,99022;0;356,90277;42,429577;6,166924;1,4156034;15,89244;
2021.01.15 0:00;-1,1192855;10,696122;1007,91956;0;11,996517;0;6,9714284;287,06644;15,81991;4,196409;;1,8571428;78,86886;0;95,333336;32,46479;6,410023;0,73191524;15,244287;
2021.01.16 0:00;-3,0575538;8,964547;1010,7616;0;12,1768265;0;4,4172664;279,2492;15,46878;4,196257;;0,76978415;76,57382;0;156,72223;59,148937;6,6035438;0,05357142;14,1317;
2021.01.17 0:00;-3,462859;7,940296;1009,42847;1,4084507;12,090447;0;4,359712;284,4658;14,985264;4,1916256;;0,7266187;84,32432;0;212,86111;28,133802;6,241862;-0,20571439;12,791254;
2021.01.18 0:00;-4,379999;4,376459;1014,5768;5,8450704;12,328583;0,001528169;4,8428574;315,30798;14,529383;4,1967216;;0,98571426;79,978;0;135,19444;60,31915;6,852909;-0,58085054;9,6951685;
2021.01.19 0:00;0,21999998;7,4455986;1013,3743;2,4475524;12,29118;0,006112676;5,3812947;51,021183;14,11372;4,197382;;0,79136693;83,61964;0;139,90277;35,56338;6,431633;-0,4778572;12,609354;
2021.01.20 0:00;3,8188405;10,339848;1009,5806;0;12,299404;0;7,4347825;61,2619;14,29564;4,19704;;2,0434783;79,73521;0;279,31946;41,241135;6,743417;0,91428626;16,073946;
2021.01.21 0:00;5,2063823;9,534819;1007,2216;0;12,475883;0;7,87234;83,84065;14,594234;4,1945424;;1,5248227;79,38695;0;242,33333;69,29578;7,0232296;2,0446806;15,357382;
2021.01.22 0:00;7,107044;9,215446;1000,6209;0;12,443081;0;9,171429;86,50377;14,732377;4,188423;;2,0785713;80,520515;0;147,47917;33,18182;6,618258;3,3359168;15,306235;
2021.01.23 0:00;8,913476;8,945589;992,3689;3,125;12,323186;0,001517483;11,184397;98,01597;14,867275;4,178938;;2,7801418;76,14878;0;91,298615;14,615385;6,079917;4,704927;15,232475;
2021.01.24 0:00;6,441843;11,176341;989,46234;6,5734267;12,455769;0,001517483;6,58156;293,56982;15,349007;4,1911306;;1,751773;83,62311;0;228,10417;51,503498;6,627167;4,57305;16,76089;
2021.01.25 0:00;2,210639;17,62512;992,20966;5,4545455;12,556754;0;8,764286;346,91153;22,147062;4,197521;;2,7285714;86,65114;0;194,91667;59,119717;6,803062;2,5950367;21,420467;
2021.01.26 0:00;1,0935713;12,855847;1001,9411;2,3076923;12,454365;0;6,7;278,27124;20,172243;4,1923876;;1,7928572;80,025566;0;149,09027;24,119719;6,6765704;2,1574464;17,322987;
2021.01.27 0:00;0,88652456;12,082762;1005,2837;0,70422536;12,6066885;0;7,3812947;290,77417;19,015345;4,1915956;;1,9496403;77,50672;0;179,5;65,211266;7,396953;1,5390073;16,635984;
2021.01.28 0:00;-0,15071408;11,439656;1002,65356;0,7692308;12,596775;0;5,464286;15,191213;18,030643;4,1959505;;1,0357143;81,0835;0;145,27777;38,80282;6,822169;0,9156035;16,165062;
2021.01.29 0:00;5,0347514;13,642739;993,2889;10,06993;12,458542;0,001517483;6,41844;33,54178;18,744246;4,1726584;;1,2340425;90,74623;0;142,52777;24,09091;6,46541;2,5880291;17,968643;
2021.01.30 0:00;7,007092;12,424576;991,20856;4,9305553;12,603497;0;4,2;52,221992;19,003899;4,1896124;;0,9071429;87,172066;0;165,26389;60;7,0990915;3,873049;17,10692;
2021.01.31 0:00;0,92907834;13,721755;994,0225;9,43662;12,442671;0,004584507;8,214286;239,72833;18,947308;4,1761856;;2,8142858;88,62552;0;162,82639;15,915493;6,3198757;2,5063827;17,841187;
2021.02.01 0:00;-0,6564286;14,390171;994,61707;10,06993;12,362992;0;3,4;314,61224;20,05703;4,1629777;;0,9714286;91,6121;0;147,77083;28,732395;6,5922585;1,526952;18,573734;
2021.02.02 0:00;0,73617023;14,240796;1003,922;10,140845;12,28272;0;4,207143;6,0865617;19,208086;4,155634;;0,49285713;95,57954;0;138,29861;18,556337;6,6744175;1,8680855;18,449682;
2021.02.03 0:00;6,6461;12,466158;1003,8923;3,8888888;12,517285;0,007587412;7,9078016;57,377384;18,463842;4,1809936;;1,9858156;87,945244;0;202,70833;60,387325;7,0609517;3,5204206;17,225325;
2021.02.04 0:00;10,753518;11,718635;1005,24243;2,5;12,648881;0,003034965;8,886525;293,2647;18,675274;4,1988535;;2,8368795;70,84862;0;198,03473;79,0625;7,457597;5,7767587;17,118883;
2021.02.05 0:00;7,934751;11,1079645;1007,78815;2,1678321;12,559604;0;1,8928572;312,64243;18,18502;4,179161;;0,05;85,104546;0;209,64583;24,545454;6,750124;5,182269;16,436827;
2021.02.06 0:00;5,7191467;11,103524;1004,11084;4,5833335;12,450929;0;2,3475177;240,9744;17,699875;4,163965;;0,4964539;94,016945;0;143,63889;17,640844;6,710202;5,1436615;16,331144;
2021.02.07 0:00;7,243263;11,16134;995,5993;3,6363637;12,487362;0,003034965;5,8714285;190,72417;17,395285;4,1802154;;1,15;86,30761;0;150,63889;37,44755;6,8558407;5,642955;16,466894;
2021.02.08 0:00;6,014186;14,20113;987,7037;8,263889;12,36521;0,00606993;8,780142;34,33709;19,990005;4,176853;;2,1985815;89,44028;0;61,680557;19,93007;6,522847;5,6659555;18,781372;
2021.02.09 0:00;6,1500006;12,896904;993,6442;7,8321676;12,407738;0;4,87234;77,63184;20,10985;4,1866665;;0,8865248;90,68886;0;232,20139;39,335663;6,988001;5,3380303;17,739878;
2021.02.10 0:00;6,9368796;12,702479;995,13965;8,111888;12,38886;0,003034965;4,3428574;68,52129;19,821085;4,1778393;;0,71428573;91,91576;0;103,895836;36,514084;6,9476323;5,819718;17,637623;
2021.02.11 0:00;-1,1807145;12,326294;1003,9605;2,867133;12,233588;0;17,7;262,75198;19,496374;4,1621466;;6,6285715;76,49123;0;83,40278;18,591549;6,880279;3,3149989;16,931606;
2021.02.12 0:00;-5,6221433;7,4915557;1019,51337;0;12,6078825;0;10,633094;271,32608;18,208303;4,1880145;;3,798561;61,440052;0;208,61111;88,93617;8,264725;0,18652476;13,157983;
2021.02.13 0:00;-5,4719434;3,0493977;1024,7539;0;12,759082;0;5,640288;280,82373;17,08787;4,186917;;1,647482;60,263664;0;115,986115;94,401405;8,496651;-0,58785665;9,521294;
2021.02.14 0:00;-1,9950358;3,5122318;1026,0607;0;12,81388;0;8,278571;271,2163;16,290916;4,197549;;2,8785715;65,93731;0;172,61806;97,7305;8,514594;-0,62340343;10,408326;
2021.02.15 0:00;-1,2407137;3,741299;1025,6725;0;12,826875;0;5,7714286;291,3344;15,892824;4,1920414;;1,4357142;60,508274;0;211,88889;101,79578;8,523937;-0,5721425;10,521747;
2021.02.16 0:00;-0,16857155;6,0027914;1018,8447;0;12,905195;0,003056338;4,323741;41,68135;15,411831;4,1796527;0;0,6906475;68,33224;0;432,46527;60,880283;7,890007;-0,5333331;12,566355;
2021.02.17 0:00;2,5056748;8,840842;1010,4704;4,965035;;0,025797201;5,489362;41,660698;15,364053;4,1522274;0;1,0851064;73,39191;0;769,6458;39,119717;7,386153;0,17816913;15,2945;
2021.02.18 0:00;7,1695037;8,576908;1012,0905;1,4583334;;0,015174824;6,85;255,54343;15,575479;4,164155;0;1,9571428;71,17624;0;603,75;108,496506;7,953076;2,5226946;15,346399;
2021.02.19 0:00;4,78014;8,554237;1014,6181;2,5174825;;0,039454542;5,347518;96,99375;15,7671175;4,17664;0;0,95035464;82,1737;0;214,875;52,83217;7,5249805;2,5676048;15,334727;
2021.02.20 0:00;3,6553175;10,033602;1017,9444;8,951049;;0,010622378;3,0714285;224,793;16,347612;4,177054;0;0,43571427;90,667564;0;87,53472;17,077465;6,988806;2,813477;16,03424;
2021.02.21 0:00;5,351063;9,214603;1020,80774;7,6223774;;0,003056338;4,05;129,90204;16,577278;4,192847;0;0,6785714;82,73257;0;251,18056;111,013985;8,452812;3,2168984;15,706796;
2021.02.22 0:00;8,212767;8,86263;1020,1403;2,4305556;;0;3,4714286;97,87146;16,452671;4,2017503;0;0,3642857;71,13118;0;227,83333;113,87324;8,573181;3,9725363;15,654856;80,94096
2021.02.23 0:00;9,391491;8,063155;1023,7269;2,3611112;;0;3,5428572;244,16406;16,377802;4,1853194;0;0,8;0;0;1189,1389;115,83916;8,739569;4,6338024;13,954495;80,94108
2021.02.24 0:00;9,878016;7,7815742;1027,4562;4,236111;;0;2,70922;283,53058;13,91762;4,1748486;-0,5;0,47517732;73,52263;0;1090,632;107,447556;8,420671;5,133097;13,101378;80,94108
2021.02.25 0:00;11,038032;8,0656595;1024,4547;2,5;;0;1,7676057;86,49273;13,940233;4,190765;-0,5;0,15492958;68,6769;0;264,02777;110,451385;8,769436;5,5704193;13,28156;80,94108
2021.02.26 0:00;12,168529;8,204009;1017,5553;2,0138888;;0;1,7285714;61,15426;13,918495;4,195677;0;0,34285715;0;0;238,13103;114,545456;8,909337;6,225173;13,326844;80,941086
2021.02.27 0:00;8,858867;8,223211;1018,9018;0;;0;5,900709;272,20706;14,008972;4,202695;-0,5;1,964539;68,338234;0;125,388885;66,388885;8,727361;6,1767564;13,027639;80,94108
2021.02.28 0:00;6,661703;8,295292;1024,3479;0;;0;4,780142;281,4517;14,11622;4,2098675;-0,5;1,2624114;63,08334;0;187,40973;113,76761;9,1138935;5,3845067;12,943827;80,94108
2021.03.01 0:00;6,0659575;8,309373;1022,86456;0;;0;6,326241;269,82498;14,112507;4,2107773;-0,36805555;1,8297873;67,65723;0;183,15973;127,0979;9,182479;4,72695;12,873561;80,94108
2021.03.02 0:00;6,6191487;8,329653;1026,002;1,6783217;;0;4,1285715;273,70453;14,043307;4,2106795;-0,375;1,0785714;67,35135;0;270,63196;126,74825;9,372408;4,5549307;12,80135;80,94108
2021.03.03 0:00;9,296478;8,3263035;1021,41486;0;;0;2,6595745;355,49146;14,110353;4,2111597;-0,5;0,6524823;55,79311;0;214,15277;132,86713;9,30375;4,8978863;13,252216;80,94108
2021.03.04 0:00;8,855321;8,262608;1010,1106;0;;0;3,0283687;50,386528;14,154776;4,209735;-0,5;0,58156025;56,701153;0;213,64583;90,454544;9,027538;5,2894363;13,181835;80,94108
2021.03.05 0:00;7,239009;8,576021;1007,0049;3,8194444;;0,009104895;8,333333;317,90982;14,059233;4,20645;-0,5;2,680851;67,378235;0;270,0486;61,88811;8,69231;5,395771;13,543027;81,40848
2021.03.06 0:00;3,5822687;8,748654;1021,33453;0;;0;7,3357143;247,59874;14,649218;4,208104;-0,125;2,5714285;47,694756;0;137,60417;114,92958;9,448235;4,0922523;13,308363;82,243095
2021.03.07 0:00;3,2652483;8,573527;1016,4221;0;;0;4,22695;66,99331;14,453489;4,2123375;-0,006944445;0,89361703;48,431057;0;167,86111;148,77623;9,649324;3,4340422;13,120861;82,243095
2021.03.08 0:00;4,593616;8,446134;1008,4632;0;;0;5,4857144;327,83667;14,319033;4,2108245;-0,125;1,6785715;49,273144;0;202,25694;132,8169;9,580039;3,4014065;12,992437;82,243095
2021.03.09 0:00;2,9304965;8,300935;1011,034;0;;0;6,2714286;239,24223;14,161453;4,2126446;0;2,0714285;50,660503;0;144,56944;129,89511;9,805465;3,0361693;12,796755;82,243095
2021.03.10 0:00;3,3371427;8,203871;1010,0193;0;;0;4,77305;236,40784;14,098998;4,2132435;0;1,3262411;47,19657;0;145,35417;133,34508;9,7759075;2,9312057;12,654963;82,243095
2021.03.11 0:00;4,2390075;8,1151085;1010,236;0;;0;7,4357142;123,12946;13,975432;4,213027;-0,16666667;2,142857;48,36197;0;195,34027;140,45775;9,688408;3,0154922;12,648841;82,243095
2021.03.12 0:00;7,9429545;8,921288;1004,771;4,5833335;;0,10015384;8,822695;56,707123;14,015664;4,211284;-0,5;2,673759;73,39322;0;163,25;77,937065;8,717723;4,988728;13,455869;84,42964
2021.03.13 0:00;9,114184;10,95435;1004,67456;3,2638888;;0,018209789;7,5602837;17,602358;15,308735;4,213658;-0,5;2,0212767;76,05717;0;255,04167;157,02797;9,942197;6,2584496;15,752058;98,98996
2021.03.14 0:00;8,49645;9,932808;997,9558;6,013986;;0,003034965;7,3049645;320,7052;14,859557;4,2074857;-0,5;2,2836878;78,438774;0;91,77778;67,34266;8,741852;6,615496;14,876324;99,37539
2021.03.15 0:00;6,4098597;11,190671;994,9852;5,0694447;;0;12,414286;254,52588;15,815753;4,204289;-0,5;5,0642858;73,8396;0;98,576385;48,566433;8,455555;5,82394;15,842566;99,60282
2021.03.16 0:00;6,3651853;10,043944;998,544;0;;0;13,843284;263,3377;15,545275;4,211538;0;5,455224;0;0;360,05035;111,167885;9,448524;5,286667;14,530704;99,60283
2021.03.17 0:00;5,3829803;9,596418;1002,71783;4,375;;0;10,617022;265,87158;14,6526575;4,2121596;-0,5;3,7375886;71,08353;0;256,6111;120,8042;9,73129;5,1460977;14,288058;99,60282
2021.03.18 0:00;4,06357;9,722445;1006,346;3,0769231;;0;9,657143;267,39468;14,841121;4,211977;-0,5;3,442857;70,37144;0;355,21527;73,169014;9,07304;4,690141;14,222657;99,60282
2021.03.19 0:00;3,4978867;9,543939;1007,2588;0;;0;5,2056737;255,5556;15,112647;4,2085085;-0,3448276;1,3829787;65,466415;0;323,05518;107,77778;9,773162;4,5443664;13,883271;99,60282
2021.03.20 0:00;3,2285712;9,443656;1011,24097;1,1267606;;0;4,0928574;268,99808;15,071263;4,2141256;-0,034965035;0,95714283;68,36472;0;424,3986;105,815605;9,803845;4,240423;13,772401;99,60282
2021.03.21 0:00;2,6169016;9,271597;1007,62024;0;;0;6,4822693;268,26144;14,934979;4,213992;0,006896552;2,2624114;54,69682;0;313,06897;154,23077;10,237969;3,5950708;13,516189;99,60282
2021.03.22 0:00;3,0446045;9,148153;1002,40076;0,2112676;;0;8,920863;263,84464;14,771762;4,212118;-0,10489511;3,143885;66,3831;0;380,20978;61,514084;9,582515;3,6328561;13,370088;99,60282
2021.03.23 0:00;5,4453897;8,873526;1009,3249;0;;0;11,16312;264,51935;14,521013;4,213153;-0,16666667;4,3120565;51,121006;0;381,63196;147,85211;10,328479;3,6401398;13,149997;99,60282
2021.03.24 0:00;5,4792843;8,679871;1011,29;4,125874;;0;9,535714;265,2359;14,197744;4,2068677;0;3,75;0;0;581,0764;84,33566;9,515626;4,439009;13,039832;99,60282
2021.03.25 0:00;5,926055;8,63598;1012,90265;3,3333333;;0;4,6879435;274,30377;14,281307;4,204005;-0,24305555;1,4184397;57,733433;0;1246,6597;183,84616;10,37199;4,1056743;12,98919;99,60282
2021.03.26 0:00;9,168788;8,458785;1014,6273;0;;0,025608694;2,4935896;299,28543;14,123331;4,2014213;0;0,5192308;0;0;1167,0988;160,559;9,247808;5,290504;13,019933;101,442604
2021.03.27 0:00;12,117704;8,287134;1013,9236;0;;0,001506944;4,982639;67,48095;13,845832;4,2079363;-0,5;1,3923612;49,340195;0;271,31946;173,69792;10,498531;6,7663236;13,104169;103,94022
2021.03.28 0:00;10,993116;7,907431;1021,1985;0;;0;8,503623;275,8283;13,510371;4,212582;-0,5217391;3,231884;44,39511;0;215,14854;121,684784;10,569566;7,5641375;12,558355;104,160126
2021.03.29 0:00;11,175002;7,821457;1022,9735;0;13,098709;0;3,4895833;251,0374;13,418591;4,2122116;-0,5;1,0659722;49,492878;0;355,1979;167,39583;10,519662;7,620136;12,595106;104,160126
2021.03.30 0:00;13,362502;7,6677637;1020,69824;0,19031142;13,014133;0,00075347;2,9027777;309,82758;13,157871;4,2119966;-0,5;0,7430556;55,65413;0;259,83334;108,31597;10,086474;8,971529;12,412476;104,1654
2021.03.31 0:00;15,057299;7,6578465;1016,4251;0;12,997959;0;3,2465277;248,08505;12,981413;4,2133017;-0,5;1,09375;57,672634;0;259,1493;152,53473;10,39694;10,2916765;12,50586;104,37696
2021.04.01 0:00;16,725012;7,832635;1007,6497;0;12,986922;0;4,0590277;3,8479123;12,847952;4,2134457;-0,5;1,1875;60,22453;0;382,0243;158,2118;10,507488;10,885769;12,730635;104,37696
2021.04.02 0:00;14,497931;7,753479;1002,1096;0,17006803;12,939486;0;6,219178;304,18408;12,644697;4,2058697;-0,74647886;2,1506848;60,532616;0;230,54794;88,04794;8,853349;10,897951;12,469478;104,37696
2021.04.03 0:00;9,474652;7,2545524;1003,6083;0,017361112;13,022627;0;7,5052266;267,71628;12,659157;4,212534;-0,5;2,8292682;55,976257;0;339,5104;113,107635;10,319247;9,743748;11,3274355;104,37696
2021.04.04 0:00;6,9923635;7,2355433;1008,3239;0,3125;13,043697;0;7,02439;255,08276;12,719462;4,20984;-0,5;2,9268293;64,68897;0;233,8368;90,625;10,012892;9,020837;11,081977;104,37696
2021.04.05 0:00;8,00243;7,144224;1002,70715;0;13,038832;0;7,0347223;98,74896;12,672769;4,211859;-0,2847222;2,3229167;46,593964;0;269,49304;190,60764;10,842325;8,380908;11,180321;104,37696
2021.04.06 0:00;5,3041644;7,0562325;996,38403;0,34843206;13,037115;0;10,159722;263,9306;12,545107;4,210888;-0,4722222;3,8958333;57,103867;0;253,80902;63,524307;9,655387;8,086124;10,779935;104,37696
2021.04.07 0:00;4,926737;6,757066;1001,6848;0;13,025005;0;10,038327;282,94708;12,41;4,208691;-0,14583333;3,7491288;47,859695;0;829,4167;167,08333;10,802523;7,30799;10,719604;104,37696
2021.04.08 0:00;4,1600676;6,479401;1013,4979;0,26041666;13,02174;0;8,961805;311,7185;12,287668;4,207415;-0,15625;3,1840277;57,542282;0;1197,4722;114,583336;10,667497;6,774299;10,611767;104,37696
2021.04.09 0:00;7,238886;6,4079127;1017,70325;0;13,075499;0;5,425087;46,495037;12,213707;4,21214;-0,2013889;1,5052265;51,887436;0;438,4271;196,45833;11,084401;6,5364566;10,769594;104,37696
2021.04.10 0:00;11,345829;6,1174636;1011,98706;0;13,048445;0;6,7291665;69,683815;11,811699;4,2070875;-0,4375;2,0868056;41,69493;0;262,0521;190,90277;11,057682;7,1628475;10,614659;104,37696
2021.04.11 0:00;12,876736;5,826977;1011,1455;0,1384083;13,015482;0;4,607639;58,737015;11,325756;4,2129307;-0,5;1,1388888;48,43537;0;450,10764;122,15278;10,406817;8,184042;10,240699;104,37696
2021.04.12 0:00;15,922921;5,5963984;1008,3337;0;12,9840555;0;4,8402777;38,598072;10,922897;4,2120695;-0,5;1,2881944;48,723186;0;501,16666;167,39583;10,6109495;9,097569;10,157254;104,37696
2021.04.13 0:00;6,3722196;7,2797723;1007,4841;3,4027777;12,93845;0;9,832752;285,38312;10,989011;4,2011104;-0,5;3,8536584;82,95716;0;184,79514;42,32639;9,458103;9,211106;10,546489;104,37696
2021.04.14 0:00;4,749653;12,924413;1008,4869;5;12,95019;0;6,7256947;292,8495;15,242016;4,1998096;-0,5;2,5034723;88,680786;0;251,54514;49,947918;9,687791;8,003124;15,641164;104,37696
2021.04.15 0:00;5,2180543;11,347652;1011,054;3,3680556;13,003595;0;6,076389;297,87195;15,678371;4,205067;-0,5;1,8402778;79,248436;0;264,4896;74,61806;10,250099;7,5715275;14,299523;104,37696
2021.04.16 0:00;5,869093;10,563294;1011,5328;0;13,032321;0;6,201389;315,17197;15,142116;4,2107105;-0,5;1,8819444;67,65055;0;390,8229;131,94444;10,779386;7,1425953;13,469883;
2021.04.17 0:00;8,990971;10,023788;1008,9517;0,2777778;13,081959;0;3,104895;48,7046;14,433389;4,2148194;-0,5;0,6923077;61,461258;0;283,68402;135,55556;11,1367855;0;13,020681;
2021.04.18 0:00;7,6836786;11,056772;1007,00165;4,826389;12,965945;0;3,1118882;189,34296;13,673953;4,204498;-0,5;0,48951048;87,75566;0;196,01389;46,510418;9,579978;0;14,695372;
2021.04.19 0:00;8,536454;11,946814;1005,8011;5;12,956585;0;1,4548612;112,81841;15,290773;4,208284;-0,5;0,14583333;86,233284;0;217,44098;61,631943;10,03496;0;14,934202;
2021.04.20 0:00;10,820765;12,034765;1004,23444;3,0034723;13,028282;0;4,1072664;293,943;15,64717;4,2153316;-0,5017301;1,1072664;76,372925;0;656,955;146,6609;11,01907;0;14,868529;
2021.04.21 0:00;13,156763;11,545116;1006,701;0,22556391;13,036777;0;4,218045;36,93785;15,509235;4,2133565;-0,5413534;1,056391;64,94677;0;386,41354;188,32707;12,049512;0;14,674442;
2021.04.22 0:00;14,3864155;11,372662;1008,09906;2,913534;13,0226345;0;9,550943;294,29437;14,751361;4,2111497;-0,54339623;3,5924528;62,49876;0;518,82263;226,13208;11,920531;0;14,920207;
2021.04.23 0:00;8,660526;10,920094;1014,62775;0;13,10679;0;9,681818;276,86975;16,066431;4,191855;-0,76623374;2,75;68,83145;0;229,72368;43,157894;7,2405534;0;14,1918125;
2021.04.24 0:00;11,705302;10,172096;1014,57007;0;12,988546;0;5,340909;259,69443;14,268564;4,205903;-0,54545456;1,9090909;45,30023;0;1697,2386;255,20833;12,251711;0;13,517598;
2021.04.25 0:00;14,059095;9,350813;1009,2286;0;12,987358;0;6,253788;310,52426;13,6023445;4,20733;-0,54545456;2,215909;44,458065;0;1652,0114;233,31439;12,336335;0;13,070465;
2021.04.26 0:00;10,392048;8,414575;1009,7457;0,625;12,991631;0;4,8977275;239,62085;12,740944;4,206923;-0,54545456;1,6325758;50,185238;0;1678,1818;178,16287;11,895272;0;11,967453;
2021.04.27 0:00;11,675756;8,007998;1004,39;0,20833333;12,956122;0;3,2661598;235,94795;12,309128;4,201218;-0,54545456;0,7110266;52,146053;0;1603,4811;116,55303;11,760956;0;11,618575;
2021.04.28 0:00;11,712875;7,8313293;1003,04236;1,4583334;12,745986;0;3,2765152;211,73428;12,070685;4,174723;-0,54545456;0,5568182;74,56118;0;1569,5114;44,034092;10,423809;0;11,433774;
2021.04.29 0:00;15,478025;8,418657;1002,379;1,264151;12,943228;0;5,7386365;16,45265;12,06844;4,2042913;-0,54545456;1,6363636;72,66314;0;817,8409;179,41287;11,8367195;0;12,576441;
2021.04.30 0:00;18,766659;9,931372;1003,1007;0,5283019;12,997399;0;4,8863635;37,979973;13,444572;4,215258;-0,54545456;1,344697;64,68371;0;395,99622;204,58333;12,222127;0;14,02832;
